MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
06/10/2023 01:00:00 - 06/10/2023 02:00:00,104.14,EUR,
06/10/2023 02:00:00 - 06/10/2023 03:00:00,111.73,EUR,
06/10/2023 03:00:00 - 06/10/2023 04:00:00,110.6,EUR,
06/10/2023 04:00:00 - 06/10/2023 05:00:00,102.85,EUR,
06/10/2023 05:00:00 - 06/10/2023 06:00:00,112.48,EUR,
06/10/2023 06:00:00 - 06/10/2023 07:00:00,143.68,EUR,
06/10/2023 07:00:00 - 06/10/2023 08:00:00,165.0,EUR,
06/10/2023 08:00:00 - 06/10/2023 09:00:00,122.12,EUR,
06/10/2023 09:00:00 - 06/10/2023 10:00:00,104.39,EUR,
06/10/2023 10:00:00 - 06/10/2023 11:00:00,86.53,EUR,
06/10/2023 11:00:00 - 06/10/2023 12:00:00,74.88,EUR,
06/10/2023 12:00:00 - 06/10/2023 13:00:00,78.06,EUR,
06/10/2023 13:00:00 - 06/10/2023 14:00:00,72.26,EUR,
06/10/2023 14:00:00 - 06/10/2023 15:00:00,77.88,EUR,
06/10/2023 15:00:00 - 06/10/2023 16:00:00,94.21,EUR,
06/10/2023 16:00:00 - 06/10/2023 17:00:00,111.21,EUR,
06/10/2023 17:00:00 - 06/10/2023 18:00:00,144.1,EUR,
06/10/2023 18:00:00 - 06/10/2023 19:00:00,165.0,EUR,
06/10/2023 19:00:00 - 06/10/2023 20:00:00,211.44,EUR,
06/10/2023 20:00:00 - 06/10/2023 21:00:00,151.67,EUR,
06/10/2023 21:00:00 - 06/10/2023 22:00:00,120.1,EUR,
06/10/2023 22:00:00 - 06/10/2023 23:00:00,111.15,EUR,
06/10/2023 23:00:00 - 07/10/2023 00:00:00,79.08,EUR,
07/10/2023 00:00:00 - 07/10/2023 01:00:00,142.09,EUR,
07/10/2023 01:00:00 - 07/10/2023 02:00:00,107.01,EUR,
07/10/2023 02:00:00 - 07/10/2023 03:00:00,107.21,EUR,
07/10/2023 03:00:00 - 07/10/2023 04:00:00,90.54,EUR,
07/10/2023 04:00:00 - 07/10/2023 05:00:00,54.37,EUR,
07/10/2023 05:00:00 - 07/10/2023 06:00:00,62.44,EUR,
07/10/2023 06:00:00 - 07/10/2023 07:00:00,108.9,EUR,
07/10/2023 07:00:00 - 07/10/2023 08:00:00,89.64,EUR,
07/10/2023 08:00:00 - 07/10/2023 09:00:00,99.32,EUR,
07/10/2023 09:00:00 - 07/10/2023 10:00:00,84.98,EUR,
07/10/2023 10:00:00 - 07/10/2023 11:00:00,32.97,EUR,
07/10/2023 11:00:00 - 07/10/2023 12:00:00,5.0,EUR,
07/10/2023 12:00:00 - 07/10/2023 13:00:00,0.04,EUR,
07/10/2023 13:00:00 - 07/10/2023 14:00:00,0.01,EUR,
07/10/2023 14:00:00 - 07/10/2023 15:00:00,1.0,EUR,
07/10/2023 15:00:00 - 07/10/2023 16:00:00,22.01,EUR,
07/10/2023 16:00:00 - 07/10/2023 17:00:00,66.12,EUR,
07/10/2023 17:00:00 - 07/10/2023 18:00:00,119.65,EUR,
07/10/2023 18:00:00 - 07/10/2023 19:00:00,102.28,EUR,
07/10/2023 19:00:00 - 07/10/2023 20:00:00,114.95,EUR,
07/10/2023 20:00:00 - 07/10/2023 21:00:00,100.0,EUR,
07/10/2023 21:00:00 - 07/10/2023 22:00:00,88.0,EUR,
07/10/2023 22:00:00 - 07/10/2023 23:00:00,90.39,EUR,
07/10/2023 23:00:00 - 08/10/2023 00:00:00,97.37,EUR,
08/10/2023 00:00:00 - 08/10/2023 01:00:00,95.0,EUR,
08/10/2023 01:00:00 - 08/10/2023 02:00:00,101.51,EUR,
08/10/2023 02:00:00 - 08/10/2023 03:00:00,101.0,EUR,
08/10/2023 03:00:00 - 08/10/2023 04:00:00,100.06,EUR,
08/10/2023 04:00:00 - 08/10/2023 05:00:00,98.13,EUR,
08/10/2023 05:00:00 - 08/10/2023 06:00:00,98.13,EUR,
08/10/2023 06:00:00 - 08/10/2023 07:00:00,101.0,EUR,
08/10/2023 07:00:00 - 08/10/2023 08:00:00,100.06,EUR,
08/10/2023 08:00:00 - 08/10/2023 09:00:00,87.05,EUR,
08/10/2023 09:00:00 - 08/10/2023 10:00:00,81.65,EUR,
08/10/2023 10:00:00 - 08/10/2023 11:00:00,85.0,EUR,
08/10/2023 11:00:00 - 08/10/2023 12:00:00,86.01,EUR,
08/10/2023 12:00:00 - 08/10/2023 13:00:00,53.23,EUR,
08/10/2023 13:00:00 - 08/10/2023 14:00:00,0.1,EUR,
08/10/2023 14:00:00 - 08/10/2023 15:00:00,17.35,EUR,
08/10/2023 15:00:00 - 08/10/2023 16:00:00,70.86,EUR,
08/10/2023 16:00:00 - 08/10/2023 17:00:00,85.87,EUR,
08/10/2023 17:00:00 - 08/10/2023 18:00:00,110.95,EUR,
08/10/2023 18:00:00 - 08/10/2023 19:00:00,122.01,EUR,
08/10/2023 19:00:00 - 08/10/2023 20:00:00,160.5,EUR,
08/10/2023 20:00:00 - 08/10/2023 21:00:00,131.85,EUR,
08/10/2023 21:00:00 - 08/10/2023 22:00:00,110.2,EUR,
08/10/2023 22:00:00 - 08/10/2023 23:00:00,104.42,EUR,
08/10/2023 23:00:00 - 09/10/2023 00:00:00,96.34,EUR,
09/10/2023 00:00:00 - 09/10/2023 01:00:00,91.11,EUR,
09/10/2023 01:00:00 - 09/10/2023 02:00:00,87.45,EUR,
09/10/2023 02:00:00 - 09/10/2023 03:00:00,82.44,EUR,
09/10/2023 03:00:00 - 09/10/2023 04:00:00,77.4,EUR,
09/10/2023 04:00:00 - 09/10/2023 05:00:00,75.0,EUR,
09/10/2023 05:00:00 - 09/10/2023 06:00:00,79.05,EUR,
09/10/2023 06:00:00 - 09/10/2023 07:00:00,118.32,EUR,
09/10/2023 07:00:00 - 09/10/2023 08:00:00,137.58,EUR,
09/10/2023 08:00:00 - 09/10/2023 09:00:00,130.07,EUR,
09/10/2023 09:00:00 - 09/10/2023 10:00:00,129.24,EUR,
09/10/2023 10:00:00 - 09/10/2023 11:00:00,113.76,EUR,
09/10/2023 11:00:00 - 09/10/2023 12:00:00,105.57,EUR,
09/10/2023 12:00:00 - 09/10/2023 13:00:00,103.05,EUR,
09/10/2023 13:00:00 - 09/10/2023 14:00:00,102.73,EUR,
09/10/2023 14:00:00 - 09/10/2023 15:00:00,107.01,EUR,
09/10/2023 15:00:00 - 09/10/2023 16:00:00,115.77,EUR,
09/10/2023 16:00:00 - 09/10/2023 17:00:00,140.38,EUR,
09/10/2023 17:00:00 - 09/10/2023 18:00:00,162.31,EUR,
09/10/2023 18:00:00 - 09/10/2023 19:00:00,219.7,EUR,
09/10/2023 19:00:00 - 09/10/2023 20:00:00,221.7,EUR,
09/10/2023 20:00:00 - 09/10/2023 21:00:00,184.5,EUR,
09/10/2023 21:00:00 - 09/10/2023 22:00:00,141.6,EUR,
09/10/2023 22:00:00 - 09/10/2023 23:00:00,120.0,EUR,
09/10/2023 23:00:00 - 10/10/2023 00:00:00,112.7,EUR,
10/10/2023 00:00:00 - 10/10/2023 01:00:00,104.0,EUR,
10/10/2023 01:00:00 - 10/10/2023 02:00:00,100.6,EUR,
10/10/2023 02:00:00 - 10/10/2023 03:00:00,99.9,EUR,
10/10/2023 03:00:00 - 10/10/2023 04:00:00,99.52,EUR,
10/10/2023 04:00:00 - 10/10/2023 05:00:00,97.79,EUR,
10/10/2023 05:00:00 - 10/10/2023 06:00:00,113.37,EUR,
10/10/2023 06:00:00 - 10/10/2023 07:00:00,139.05,EUR,
10/10/2023 07:00:00 - 10/10/2023 08:00:00,193.59,EUR,
10/10/2023 08:00:00 - 10/10/2023 09:00:00,188.46,EUR,
10/10/2023 09:00:00 - 10/10/2023 10:00:00,147.16,EUR,
10/10/2023 10:00:00 - 10/10/2023 11:00:00,117.61,EUR,
10/10/2023 11:00:00 - 10/10/2023 12:00:00,113.85,EUR,
10/10/2023 12:00:00 - 10/10/2023 13:00:00,105.36,EUR,
10/10/2023 13:00:00 - 10/10/2023 14:00:00,102.6,EUR,
10/10/2023 14:00:00 - 10/10/2023 15:00:00,113.21,EUR,
10/10/2023 15:00:00 - 10/10/2023 16:00:00,125.59,EUR,
10/10/2023 16:00:00 - 10/10/2023 17:00:00,165.0,EUR,
10/10/2023 17:00:00 - 10/10/2023 18:00:00,188.9,EUR,
10/10/2023 18:00:00 - 10/10/2023 19:00:00,246.68,EUR,
10/10/2023 19:00:00 - 10/10/2023 20:00:00,232.44,EUR,
10/10/2023 20:00:00 - 10/10/2023 21:00:00,171.07,EUR,
10/10/2023 21:00:00 - 10/10/2023 22:00:00,137.41,EUR,
10/10/2023 22:00:00 - 10/10/2023 23:00:00,122.0,EUR,
10/10/2023 23:00:00 - 11/10/2023 00:00:00,101.68,EUR,
11/10/2023 00:00:00 - 11/10/2023 01:00:00,87.51,EUR,
11/10/2023 01:00:00 - 11/10/2023 02:00:00,79.51,EUR,
11/10/2023 02:00:00 - 11/10/2023 03:00:00,82.75,EUR,
11/10/2023 03:00:00 - 11/10/2023 04:00:00,77.54,EUR,
11/10/2023 04:00:00 - 11/10/2023 05:00:00,84.87,EUR,
11/10/2023 05:00:00 - 11/10/2023 06:00:00,113.77,EUR,
11/10/2023 06:00:00 - 11/10/2023 07:00:00,170.36,EUR,
11/10/2023 07:00:00 - 11/10/2023 08:00:00,179.72,EUR,
11/10/2023 08:00:00 - 11/10/2023 09:00:00,143.88,EUR,
11/10/2023 09:00:00 - 11/10/2023 10:00:00,128.72,EUR,
11/10/2023 10:00:00 - 11/10/2023 11:00:00,117.42,EUR,
11/10/2023 11:00:00 - 11/10/2023 12:00:00,93.85,EUR,
11/10/2023 12:00:00 - 11/10/2023 13:00:00,85.1,EUR,
11/10/2023 13:00:00 - 11/10/2023 14:00:00,79.11,EUR,
11/10/2023 14:00:00 - 11/10/2023 15:00:00,100.61,EUR,
11/10/2023 15:00:00 - 11/10/2023 16:00:00,117.86,EUR,
11/10/2023 16:00:00 - 11/10/2023 17:00:00,140.6,EUR,
11/10/2023 17:00:00 - 11/10/2023 18:00:00,169.4,EUR,
11/10/2023 18:00:00 - 11/10/2023 19:00:00,190.0,EUR,
11/10/2023 19:00:00 - 11/10/2023 20:00:00,225.09,EUR,
11/10/2023 20:00:00 - 11/10/2023 21:00:00,115.9,EUR,
11/10/2023 21:00:00 - 11/10/2023 22:00:00,95.69,EUR,
11/10/2023 22:00:00 - 11/10/2023 23:00:00,100.82,EUR,
11/10/2023 23:00:00 - 12/10/2023 00:00:00,93.4,EUR,
12/10/2023 00:00:00 - 12/10/2023 01:00:00,88.99,EUR,
12/10/2023 01:00:00 - 12/10/2023 02:00:00,91.24,EUR,
12/10/2023 02:00:00 - 12/10/2023 03:00:00,94.74,EUR,
12/10/2023 03:00:00 - 12/10/2023 04:00:00,88.65,EUR,
12/10/2023 04:00:00 - 12/10/2023 05:00:00,89.04,EUR,
12/10/2023 05:00:00 - 12/10/2023 06:00:00,102.6,EUR,
12/10/2023 06:00:00 - 12/10/2023 07:00:00,126.5,EUR,
12/10/2023 07:00:00 - 12/10/2023 08:00:00,146.05,EUR,
12/10/2023 08:00:00 - 12/10/2023 09:00:00,112.24,EUR,
12/10/2023 09:00:00 - 12/10/2023 10:00:00,109.86,EUR,
12/10/2023 10:00:00 - 12/10/2023 11:00:00,89.0,EUR,
12/10/2023 11:00:00 - 12/10/2023 12:00:00,98.67,EUR,
12/10/2023 12:00:00 - 12/10/2023 13:00:00,97.22,EUR,
12/10/2023 13:00:00 - 12/10/2023 14:00:00,100.93,EUR,
12/10/2023 14:00:00 - 12/10/2023 15:00:00,105.56,EUR,
12/10/2023 15:00:00 - 12/10/2023 16:00:00,105.33,EUR,
12/10/2023 16:00:00 - 12/10/2023 17:00:00,124.36,EUR,
12/10/2023 17:00:00 - 12/10/2023 18:00:00,150.73,EUR,
12/10/2023 18:00:00 - 12/10/2023 19:00:00,190.0,EUR,
12/10/2023 19:00:00 - 12/10/2023 20:00:00,226.2,EUR,
12/10/2023 20:00:00 - 12/10/2023 21:00:00,170.36,EUR,
12/10/2023 21:00:00 - 12/10/2023 22:00:00,129.36,EUR,
12/10/2023 22:00:00 - 12/10/2023 23:00:00,123.5,EUR,
12/10/2023 23:00:00 - 13/10/2023 00:00:00,109.84,EUR,
13/10/2023 00:00:00 - 13/10/2023 01:00:00,123.99,EUR,
13/10/2023 01:00:00 - 13/10/2023 02:00:00,115.0,EUR,
13/10/2023 02:00:00 - 13/10/2023 03:00:00,107.14,EUR,
13/10/2023 03:00:00 - 13/10/2023 04:00:00,101.4,EUR,
13/10/2023 04:00:00 - 13/10/2023 05:00:00,103.23,EUR,
13/10/2023 05:00:00 - 13/10/2023 06:00:00,123.78,EUR,
13/10/2023 06:00:00 - 13/10/2023 07:00:00,170.0,EUR,
13/10/2023 07:00:00 - 13/10/2023 08:00:00,199.61,EUR,
13/10/2023 08:00:00 - 13/10/2023 09:00:00,151.11,EUR,
13/10/2023 09:00:00 - 13/10/2023 10:00:00,118.89,EUR,
13/10/2023 10:00:00 - 13/10/2023 11:00:00,103.05,EUR,
13/10/2023 11:00:00 - 13/10/2023 12:00:00,81.87,EUR,
13/10/2023 12:00:00 - 13/10/2023 13:00:00,84.03,EUR,
13/10/2023 13:00:00 - 13/10/2023 14:00:00,75.9,EUR,
13/10/2023 14:00:00 - 13/10/2023 15:00:00,87.06,EUR,
13/10/2023 15:00:00 - 13/10/2023 16:00:00,106.52,EUR,
13/10/2023 16:00:00 - 13/10/2023 17:00:00,164.11,EUR,
13/10/2023 17:00:00 - 13/10/2023 18:00:00,185.89,EUR,
13/10/2023 18:00:00 - 13/10/2023 19:00:00,223.14,EUR,
13/10/2023 19:00:00 - 13/10/2023 20:00:00,249.86,EUR,
13/10/2023 20:00:00 - 13/10/2023 21:00:00,194.99,EUR,
13/10/2023 21:00:00 - 13/10/2023 22:00:00,150.32,EUR,
13/10/2023 22:00:00 - 13/10/2023 23:00:00,141.53,EUR,
13/10/2023 23:00:00 - 14/10/2023 00:00:00,109.41,EUR,
14/10/2023 00:00:00 - 14/10/2023 01:00:00,106.31,EUR,
14/10/2023 01:00:00 - 14/10/2023 02:00:00,100.0,EUR,
14/10/2023 02:00:00 - 14/10/2023 03:00:00,100.0,EUR,
14/10/2023 03:00:00 - 14/10/2023 04:00:00,111.0,EUR,
14/10/2023 04:00:00 - 14/10/2023 05:00:00,108.74,EUR,
14/10/2023 05:00:00 - 14/10/2023 06:00:00,113.28,EUR,
14/10/2023 06:00:00 - 14/10/2023 07:00:00,107.32,EUR,
14/10/2023 07:00:00 - 14/10/2023 08:00:00,114.57,EUR,
14/10/2023 08:00:00 - 14/10/2023 09:00:00,118.91,EUR,
14/10/2023 09:00:00 - 14/10/2023 10:00:00,92.71,EUR,
14/10/2023 10:00:00 - 14/10/2023 11:00:00,95.0,EUR,
14/10/2023 11:00:00 - 14/10/2023 12:00:00,62.85,EUR,
14/10/2023 12:00:00 - 14/10/2023 13:00:00,51.77,EUR,
14/10/2023 13:00:00 - 14/10/2023 14:00:00,30.0,EUR,
14/10/2023 14:00:00 - 14/10/2023 15:00:00,62.79,EUR,
14/10/2023 15:00:00 - 14/10/2023 16:00:00,113.06,EUR,
14/10/2023 16:00:00 - 14/10/2023 17:00:00,122.0,EUR,
14/10/2023 17:00:00 - 14/10/2023 18:00:00,151.92,EUR,
14/10/2023 18:00:00 - 14/10/2023 19:00:00,165.34,EUR,
14/10/2023 19:00:00 - 14/10/2023 20:00:00,178.94,EUR,
14/10/2023 20:00:00 - 14/10/2023 21:00:00,132.56,EUR,
14/10/2023 21:00:00 - 14/10/2023 22:00:00,109.99,EUR,
14/10/2023 22:00:00 - 14/10/2023 23:00:00,94.51,EUR,
14/10/2023 23:00:00 - 15/10/2023 00:00:00,66.81,EUR,
15/10/2023 00:00:00 - 15/10/2023 01:00:00,67.95,EUR,
15/10/2023 01:00:00 - 15/10/2023 02:00:00,72.17,EUR,
15/10/2023 02:00:00 - 15/10/2023 03:00:00,112.1,EUR,
15/10/2023 03:00:00 - 15/10/2023 04:00:00,102.67,EUR,
15/10/2023 04:00:00 - 15/10/2023 05:00:00,100.01,EUR,
15/10/2023 05:00:00 - 15/10/2023 06:00:00,101.97,EUR,
15/10/2023 06:00:00 - 15/10/2023 07:00:00,91.99,EUR,
15/10/2023 07:00:00 - 15/10/2023 08:00:00,118.11,EUR,
15/10/2023 08:00:00 - 15/10/2023 09:00:00,67.41,EUR,
15/10/2023 09:00:00 - 15/10/2023 10:00:00,90.27,EUR,
15/10/2023 10:00:00 - 15/10/2023 11:00:00,76.54,EUR,
15/10/2023 11:00:00 - 15/10/2023 12:00:00,89.96,EUR,
15/10/2023 12:00:00 - 15/10/2023 13:00:00,60.1,EUR,
15/10/2023 13:00:00 - 15/10/2023 14:00:00,11.82,EUR,
15/10/2023 14:00:00 - 15/10/2023 15:00:00,10.0,EUR,
15/10/2023 15:00:00 - 15/10/2023 16:00:00,72.42,EUR,
15/10/2023 16:00:00 - 15/10/2023 17:00:00,92.37,EUR,
15/10/2023 17:00:00 - 15/10/2023 18:00:00,115.02,EUR,
15/10/2023 18:00:00 - 15/10/2023 19:00:00,151.15,EUR,
15/10/2023 19:00:00 - 15/10/2023 20:00:00,164.8,EUR,
15/10/2023 20:00:00 - 15/10/2023 21:00:00,140.81,EUR,
15/10/2023 21:00:00 - 15/10/2023 22:00:00,138.73,EUR,
15/10/2023 22:00:00 - 15/10/2023 23:00:00,114.78,EUR,
15/10/2023 23:00:00 - 16/10/2023 00:00:00,80.67,EUR,
16/10/2023 00:00:00 - 16/10/2023 01:00:00,91.0,EUR,
16/10/2023 01:00:00 - 16/10/2023 02:00:00,56.69,EUR,
16/10/2023 02:00:00 - 16/10/2023 03:00:00,41.06,EUR,
16/10/2023 03:00:00 - 16/10/2023 04:00:00,39.03,EUR,
16/10/2023 04:00:00 - 16/10/2023 05:00:00,50.0,EUR,
16/10/2023 05:00:00 - 16/10/2023 06:00:00,93.79,EUR,
16/10/2023 06:00:00 - 16/10/2023 07:00:00,139.56,EUR,
16/10/2023 07:00:00 - 16/10/2023 08:00:00,159.38,EUR,
16/10/2023 08:00:00 - 16/10/2023 09:00:00,162.34,EUR,
16/10/2023 09:00:00 - 16/10/2023 10:00:00,147.01,EUR,
16/10/2023 10:00:00 - 16/10/2023 11:00:00,108.83,EUR,
16/10/2023 11:00:00 - 16/10/2023 12:00:00,104.26,EUR,
16/10/2023 12:00:00 - 16/10/2023 13:00:00,105.44,EUR,
16/10/2023 13:00:00 - 16/10/2023 14:00:00,102.45,EUR,
16/10/2023 14:00:00 - 16/10/2023 15:00:00,95.0,EUR,
16/10/2023 15:00:00 - 16/10/2023 16:00:00,91.65,EUR,
16/10/2023 16:00:00 - 16/10/2023 17:00:00,138.96,EUR,
16/10/2023 17:00:00 - 16/10/2023 18:00:00,190.8,EUR,
16/10/2023 18:00:00 - 16/10/2023 19:00:00,282.4,EUR,
16/10/2023 19:00:00 - 16/10/2023 20:00:00,240.0,EUR,
16/10/2023 20:00:00 - 16/10/2023 21:00:00,204.99,EUR,
16/10/2023 21:00:00 - 16/10/2023 22:00:00,167.03,EUR,
16/10/2023 22:00:00 - 16/10/2023 23:00:00,135.2,EUR,
16/10/2023 23:00:00 - 17/10/2023 00:00:00,119.22,EUR,
17/10/2023 00:00:00 - 17/10/2023 01:00:00,127.58,EUR,
17/10/2023 01:00:00 - 17/10/2023 02:00:00,114.04,EUR,
17/10/2023 02:00:00 - 17/10/2023 03:00:00,108.36,EUR,
17/10/2023 03:00:00 - 17/10/2023 04:00:00,104.29,EUR,
17/10/2023 04:00:00 - 17/10/2023 05:00:00,110.68,EUR,
17/10/2023 05:00:00 - 17/10/2023 06:00:00,142.9,EUR,
17/10/2023 06:00:00 - 17/10/2023 07:00:00,165.61,EUR,
17/10/2023 07:00:00 - 17/10/2023 08:00:00,230.94,EUR,
17/10/2023 08:00:00 - 17/10/2023 09:00:00,188.43,EUR,
17/10/2023 09:00:00 - 17/10/2023 10:00:00,171.06,EUR,
17/10/2023 10:00:00 - 17/10/2023 11:00:00,142.1,EUR,
17/10/2023 11:00:00 - 17/10/2023 12:00:00,153.0,EUR,
17/10/2023 12:00:00 - 17/10/2023 13:00:00,151.47,EUR,
17/10/2023 13:00:00 - 17/10/2023 14:00:00,159.62,EUR,
17/10/2023 14:00:00 - 17/10/2023 15:00:00,177.95,EUR,
17/10/2023 15:00:00 - 17/10/2023 16:00:00,172.87,EUR,
17/10/2023 16:00:00 - 17/10/2023 17:00:00,199.43,EUR,
17/10/2023 17:00:00 - 17/10/2023 18:00:00,210.83,EUR,
17/10/2023 18:00:00 - 17/10/2023 19:00:00,298.55,EUR,
17/10/2023 19:00:00 - 17/10/2023 20:00:00,301.15,EUR,
17/10/2023 20:00:00 - 17/10/2023 21:00:00,193.29,EUR,
17/10/2023 21:00:00 - 17/10/2023 22:00:00,158.38,EUR,
17/10/2023 22:00:00 - 17/10/2023 23:00:00,152.14,EUR,
17/10/2023 23:00:00 - 18/10/2023 00:00:00,107.54,EUR,
18/10/2023 00:00:00 - 18/10/2023 01:00:00,91.65,EUR,
18/10/2023 01:00:00 - 18/10/2023 02:00:00,90.0,EUR,
18/10/2023 02:00:00 - 18/10/2023 03:00:00,90.82,EUR,
18/10/2023 03:00:00 - 18/10/2023 04:00:00,92.69,EUR,
18/10/2023 04:00:00 - 18/10/2023 05:00:00,95.66,EUR,
18/10/2023 05:00:00 - 18/10/2023 06:00:00,103.78,EUR,
18/10/2023 06:00:00 - 18/10/2023 07:00:00,153.53,EUR,
18/10/2023 07:00:00 - 18/10/2023 08:00:00,170.0,EUR,
18/10/2023 08:00:00 - 18/10/2023 09:00:00,170.0,EUR,
18/10/2023 09:00:00 - 18/10/2023 10:00:00,131.11,EUR,
18/10/2023 10:00:00 - 18/10/2023 11:00:00,94.44,EUR,
18/10/2023 11:00:00 - 18/10/2023 12:00:00,76.92,EUR,
18/10/2023 12:00:00 - 18/10/2023 13:00:00,70.09,EUR,
18/10/2023 13:00:00 - 18/10/2023 14:00:00,64.0,EUR,
18/10/2023 14:00:00 - 18/10/2023 15:00:00,72.67,EUR,
18/10/2023 15:00:00 - 18/10/2023 16:00:00,82.12,EUR,
18/10/2023 16:00:00 - 18/10/2023 17:00:00,142.1,EUR,
18/10/2023 17:00:00 - 18/10/2023 18:00:00,173.22,EUR,
18/10/2023 18:00:00 - 18/10/2023 19:00:00,300.06,EUR,
18/10/2023 19:00:00 - 18/10/2023 20:00:00,290.07,EUR,
18/10/2023 20:00:00 - 18/10/2023 21:00:00,176.0,EUR,
18/10/2023 21:00:00 - 18/10/2023 22:00:00,142.42,EUR,
18/10/2023 22:00:00 - 18/10/2023 23:00:00,113.2,EUR,
18/10/2023 23:00:00 - 19/10/2023 00:00:00,82.91,EUR,
19/10/2023 00:00:00 - 19/10/2023 01:00:00,79.62,EUR,
19/10/2023 01:00:00 - 19/10/2023 02:00:00,89.69,EUR,
19/10/2023 02:00:00 - 19/10/2023 03:00:00,68.21,EUR,
19/10/2023 03:00:00 - 19/10/2023 04:00:00,64.08,EUR,
19/10/2023 04:00:00 - 19/10/2023 05:00:00,94.01,EUR,
19/10/2023 05:00:00 - 19/10/2023 06:00:00,108.44,EUR,
19/10/2023 06:00:00 - 19/10/2023 07:00:00,141.0,EUR,
19/10/2023 07:00:00 - 19/10/2023 08:00:00,177.35,EUR,
19/10/2023 08:00:00 - 19/10/2023 09:00:00,144.63,EUR,
19/10/2023 09:00:00 - 19/10/2023 10:00:00,127.0,EUR,
19/10/2023 10:00:00 - 19/10/2023 11:00:00,122.22,EUR,
19/10/2023 11:00:00 - 19/10/2023 12:00:00,122.87,EUR,
19/10/2023 12:00:00 - 19/10/2023 13:00:00,124.12,EUR,
19/10/2023 13:00:00 - 19/10/2023 14:00:00,117.8,EUR,
19/10/2023 14:00:00 - 19/10/2023 15:00:00,117.7,EUR,
19/10/2023 15:00:00 - 19/10/2023 16:00:00,123.24,EUR,
19/10/2023 16:00:00 - 19/10/2023 17:00:00,132.96,EUR,
19/10/2023 17:00:00 - 19/10/2023 18:00:00,133.04,EUR,
19/10/2023 18:00:00 - 19/10/2023 19:00:00,171.65,EUR,
19/10/2023 19:00:00 - 19/10/2023 20:00:00,156.14,EUR,
19/10/2023 20:00:00 - 19/10/2023 21:00:00,117.19,EUR,
19/10/2023 21:00:00 - 19/10/2023 22:00:00,100.09,EUR,
19/10/2023 22:00:00 - 19/10/2023 23:00:00,97.2,EUR,
19/10/2023 23:00:00 - 20/10/2023 00:00:00,85.12,EUR,
20/10/2023 00:00:00 - 20/10/2023 01:00:00,81.11,EUR,
20/10/2023 01:00:00 - 20/10/2023 02:00:00,67.9,EUR,
20/10/2023 02:00:00 - 20/10/2023 03:00:00,72.17,EUR,
20/10/2023 03:00:00 - 20/10/2023 04:00:00,80.42,EUR,
20/10/2023 04:00:00 - 20/10/2023 05:00:00,83.58,EUR,
20/10/2023 05:00:00 - 20/10/2023 06:00:00,100.78,EUR,
20/10/2023 06:00:00 - 20/10/2023 07:00:00,135.88,EUR,
20/10/2023 07:00:00 - 20/10/2023 08:00:00,150.0,EUR,
20/10/2023 08:00:00 - 20/10/2023 09:00:00,142.09,EUR,
20/10/2023 09:00:00 - 20/10/2023 10:00:00,124.76,EUR,
20/10/2023 10:00:00 - 20/10/2023 11:00:00,115.95,EUR,
20/10/2023 11:00:00 - 20/10/2023 12:00:00,109.76,EUR,
20/10/2023 12:00:00 - 20/10/2023 13:00:00,69.87,EUR,
20/10/2023 13:00:00 - 20/10/2023 14:00:00,65.0,EUR,
20/10/2023 14:00:00 - 20/10/2023 15:00:00,90.0,EUR,
20/10/2023 15:00:00 - 20/10/2023 16:00:00,95.39,EUR,
20/10/2023 16:00:00 - 20/10/2023 17:00:00,102.68,EUR,
20/10/2023 17:00:00 - 20/10/2023 18:00:00,130.17,EUR,
20/10/2023 18:00:00 - 20/10/2023 19:00:00,149.89,EUR,
20/10/2023 19:00:00 - 20/10/2023 20:00:00,158.25,EUR,
20/10/2023 20:00:00 - 20/10/2023 21:00:00,125.49,EUR,
20/10/2023 21:00:00 - 20/10/2023 22:00:00,94.22,EUR,
20/10/2023 22:00:00 - 20/10/2023 23:00:00,89.16,EUR,
20/10/2023 23:00:00 - 21/10/2023 00:00:00,57.13,EUR,
21/10/2023 00:00:00 - 21/10/2023 01:00:00,53.1,EUR,
21/10/2023 01:00:00 - 21/10/2023 02:00:00,60.7,EUR,
21/10/2023 02:00:00 - 21/10/2023 03:00:00,50.0,EUR,
21/10/2023 03:00:00 - 21/10/2023 04:00:00,50.0,EUR,
21/10/2023 04:00:00 - 21/10/2023 05:00:00,56.49,EUR,
21/10/2023 05:00:00 - 21/10/2023 06:00:00,66.54,EUR,
21/10/2023 06:00:00 - 21/10/2023 07:00:00,107.21,EUR,
21/10/2023 07:00:00 - 21/10/2023 08:00:00,115.36,EUR,
21/10/2023 08:00:00 - 21/10/2023 09:00:00,74.49,EUR,
21/10/2023 09:00:00 - 21/10/2023 10:00:00,58.45,EUR,
21/10/2023 10:00:00 - 21/10/2023 11:00:00,44.84,EUR,
21/10/2023 11:00:00 - 21/10/2023 12:00:00,31.1,EUR,
21/10/2023 12:00:00 - 21/10/2023 13:00:00,20.8,EUR,
21/10/2023 13:00:00 - 21/10/2023 14:00:00,10.0,EUR,
21/10/2023 14:00:00 - 21/10/2023 15:00:00,22.09,EUR,
21/10/2023 15:00:00 - 21/10/2023 16:00:00,68.19,EUR,
21/10/2023 16:00:00 - 21/10/2023 17:00:00,115.18,EUR,
21/10/2023 17:00:00 - 21/10/2023 18:00:00,114.64,EUR,
